Team,Opp.,W/L
UCLA,Arizona,L
IU Indy,Eastern Michigan,W
The Citadel,West Georgia,L
Illinois,Colgate,W
Charleston,South Carolina St.,W
Providence,Colorado,L
Washington St.,Washington,L
Creighton,Maryland Eastern Sho,W
Hampton,Brown,W
Milwaukee,Texas Tech,L
North Carolina,North Carolina Centr,W
Tarleton St.,Baylor,L
Iowa,Xavier,W
Rutgers,Lehigh,W
Jacksonville St.,Coastal Carolina,W
UAB,High Point,W
Colgate,Illinois,L
Georgia,Georgia Tech,W
Texas Tech,Milwaukee,W
Stephen F. Austin,Abilene Christian,W
Iona,Fordham,W
Georgia Tech,Georgia,L
Samford,Arkansas,L
TCU,Michigan,L
Lehigh,Rutgers,L
Abilene Christian,Stephen F. Austin,L
Arizona St.,Gonzaga,L
Northern Iowa,Furman,W
Bucknell,Hofstra,L
Arizona,UCLA,W
Indiana St.,Duke,L
Montana,Cal Poly,W
Hofstra,Bucknell,W
Arkansas,Samford,W
Rhode Island,Albany,W
Cal St. Bakersfield,Mississippi,L
Texas A&M,UCF,L
Sacramento St.,UC Davis,L
Illinois St.,USC,L
Michigan,TCU,W
Albany,Rhode Island,L
Central Michigan,Coppin St.,W
Fordham,Iona,L
High Point,UAB,L
Cal Poly,Montana,L
Western Illinois,Cal Baptist,L
Loyola Marymount,Troy,W
Charleston Southern,Lindenwood,L
Rice,East Texas A&M,W
Louisiana,McNeese St.,L
Hawaii,Manhattan,W
SIU Edwardsville,Drake,W
Coastal Carolina,Jacksonville St.,L
Lindenwood,Charleston Southern,W
Xavier,Iowa,L
UC Davis,Sacramento St.,W
Mississippi Valley S,Utah Tech,L
Utah Tech,Mississippi Valley S,W
Eastern Michigan,IU Indy,L
Troy,Loyola Marymount,L
East Texas A&M,Rice,L
Brown,Hampton,L
Cal Baptist,Western Illinois,W
South Carolina St.,Charleston,L
Tulane,New Orleans,L
Drake,SIU Edwardsville,L
Furman,Northern Iowa,L
Fairfield,Stonehill,W
North Carolina Centr,North Carolina,L
Eastern Illinois,Kentucky,L
Stonehill,Fairfield,L
Manhattan,Hawaii,L
North Texas,Saint Mary's,L
Coppin St.,Central Michigan,L
Maryland Eastern Sho,Creighton,L
Norfolk St.,Towson,L
Towson,Norfolk St.,W
Oklahoma,Nebraska,L
Santa Clara,Nevada,W
Nebraska,Oklahoma,W
Yale,Stony Brook,W
Idaho St.,Seattle,L
Merrimack,Boston University,W
Penn St.,La Salle,W
Dayton,Bethune Cookman,W
Louisville,Ohio,W
Bethune Cookman,Dayton,L
Virginia,Marshall,W
Vanderbilt,Arkansas Pine Bluff,W
Villanova,Duquesne,W
Connecticut,BYU,W
Cleveland St.,Kent St.,L
Maryland,Marquette,W
Seattle,Idaho St.,W
Georgetown,Clemson,W
Murray St.,Nicholls St.,W
BYU,Connecticut,L
Stony Brook,Yale,L
Nevada,Santa Clara,L
Duquesne,Villanova,L
Boston University,Merrimack,L
Wyoming,Portland,W
Davidson,Bowling Green,W
Ohio,Louisville,L
Butler,SMU,L
George Washington,Old Dominion,W
Florida Gulf Coast,Chattanooga,W
New Mexico St.,New Mexico,W
Syracuse,Drexel,W
Utah,Sam Houston St.,W
SMU,Butler,W
St. Bonaventure,Youngstown St.,W
UTSA,Denver,W
Kent St.,Cleveland St.,W
Wofford,Bellarmine,W
Arkansas Pine Bluff,Vanderbilt,L
Wright St.,Radford,W
Saint Louis,Grand Canyon,W
Marshall,Virginia,L
Winthrop,Mercer,W
St. Thomas,Southeast Missouri S,W
Elon,Gardner Webb,W
UNC Wilmington,USC Upstate,W
Mercyhurst,Morgan St.,W
Toledo,Detroit Mercy,W
Clemson,Georgetown,L
Bowling Green,Davidson,L
LIU,James Madison,W
Nebraska Omaha,Southern Utah,W
Utah Valley,Fresno St.,L
Manhattan,Mississippi Valley S,W
Youngstown St.,St. Bonaventure,L
Pacific,Cal St. Fullerton,W
Southern Utah,Nebraska Omaha,L
Boston College,Temple,W
Longwood,Binghamton,W
NJIT,Fairleigh Dickinson,W
Loyola MD,Stonehill,W
Bellarmine,Wofford,L
Miami OH,Air Force,W
Denver,UTSA,L
North Alabama,East Tennessee St.,L
Vermont,Northeastern,W
Marquette,Maryland,L
Temple,Boston College,L
Idaho,UC San Diego,L
Fresno St.,Utah Valley,W
St. John's,William & Mary,W
Detroit Mercy,Toledo,L
Queens,Sacred Heart,W
San Francisco,Bradley,W
Old Dominion,George Washington,L
Texas St.,Texas Southern,W
Northeastern,Vermont,L
New Mexico,New Mexico St.,L
Harvard,Army,W
Chicago St.,Illinois Chicago,L
Sam Houston St.,Utah,L
Utah St.,UTEP,W
Northern Colorado,Pepperdine,W
Binghamton,Longwood,L
UC San Diego,Idaho,W
Nicholls St.,Murray St.,L
Chattanooga,Florida Gulf Coast,L
La Salle,Penn St.,L
East Tennessee St.,North Alabama,W
Morgan St.,Mercyhurst,L
James Madison,LIU,L
Fairleigh Dickinson,NJIT,L
Little Rock,Ball St.,W
Mississippi Valley S,Manhattan,L
Texas,UMKC,W
North Dakota,UC Riverside,W
USC Upstate,UNC Wilmington,L
Belmont,Oral Roberts,W
Gardner Webb,Elon,L
Green Bay,Minnesota,L
Mississippi St.,Southeastern Louisia,W
Weber St.,UC Irvine,L
Princeton,Kansas,L
Kansas,Princeton,W
Bradley,San Francisco,L
Boise St.,Montana St.,W
Montana St.,Boise St.,L
UC Irvine,Weber St.,W
South Alabama,Coppin St.,W
Illinois Chicago,Chicago St.,W
Southeastern Louisia,Mississippi St.,L
Pepperdine,Northern Colorado,L
VMI,Jacksonville,L
Coppin St.,South Alabama,L
Hawaii,Utah Tech,W
William & Mary,St. John's,L
Jacksonville,VMI,W
UC Riverside,North Dakota,L
Minnesota,Green Bay,W
Utah Tech,Hawaii,L
Grand Canyon,Saint Louis,L
UT Arlington,Missouri St.,W
Cal St. Fullerton,Pacific,L
New Haven,Delaware St.,W
Mercer,Winthrop,L
Air Force,Miami OH,L
Portland,Wyoming,L
Texas Southern,Texas St.,L
Southeast Missouri S,St. Thomas,L
Drexel,Syracuse,L
Stonehill,Loyola MD,L
UMKC,Texas,L
Army,Harvard,L
Radford,Wright St.,L
Austin Peay,UNC Greensboro,W
UNC Greensboro,Austin Peay,L
Ball St.,Little Rock,L
Louisiana Tech,Jackson St.,W
Sacred Heart,Queens,L
Oral Roberts,Belmont,L
Jackson St.,Louisiana Tech,L
UTEP,Utah St.,L
George Mason,New Hampshire,W
Missouri St.,UT Arlington,L
Delaware St.,New Haven,L
New Hampshire,George Mason,L
Purdue,Akron,W
South Florida,Kennesaw St.,W
Colorado St.,Loyola Chicago,W
Cal St. Northridge,Troy,W
Wake Forest,UMass Lowell,W
Auburn,Houston,L
UNLV,Memphis,W
Illinois St.,Long Beach St.,W
Virginia Tech,Charlotte,W
Charlotte,Virginia Tech,L
Troy,Cal St. Northridge,L
Long Beach St.,Illinois St.,L
Akron,Purdue,L
Western Kentucky,Tennessee St.,W
Kennesaw St.,South Florida,L
Appalachian St.,Dartmouth,W
Florida,Miami FL,W
Houston,Auburn,W
Western Michigan,South Dakota,L
Loyola MD,Fairfield,L
Samford,Central Arkansas,W
Oklahoma St.,Texas A&M Corpus Chr,W
UMass Lowell,Wake Forest,L
Tennessee St.,Western Kentucky,L
Fairfield,Loyola MD,W
South Dakota,Western Michigan,W
Holy Cross,Hampton,W
Dartmouth,Appalachian St.,L
Loyola Chicago,Colorado St.,L
Miami FL,Florida,L
Alabama A&M,Lindenwood,W
Notre Dame,Ohio St.,L
Massachusetts,Central Connecticut,W
Kent St.,Wright St.,W
Indiana,Incarnate Word,W
Central Arkansas,Samford,L
Incarnate Word,Indiana,L
Wright St.,Kent St.,L
Cleveland St.,Radford,W
Hampton,Holy Cross,L
Mount St. Mary's,Cincinnati,L
Quinnipiac,Maine,W
Western Carolina,Stetson,W
Harvard,Marist,W
Memphis,UNLV,L
Ohio St.,Notre Dame,W
Maine,Quinnipiac,L
Central Connecticut,Massachusetts,L
Wagner,UMBC,L
Lindenwood,Alabama A&M,L
Texas A&M Corpus Chr,Oklahoma St.,L
Valparaiso,Bryant,W
Presbyterian,Sacramento St.,L
Radford,Cleveland St.,L
Cincinnati,Mount St. Mary's,W
Sacramento St.,Presbyterian,W
Bryant,Valparaiso,L
Marist,Harvard,L
UMBC,Wagner,W
Stetson,Western Carolina,L
Wisconsin,SIU Edwardsville,W
Gonzaga,Southern Utah,W
North Dakota St.,Southern Illinois,W
Colorado,Alabama St.,W
Iowa St.,Stonehill,W
High Point,Canisius,W
Oregon,Oregon St.,W
Tennessee,Rice,W
N.C. State,VCU,W
Clemson,North Alabama,W
Oakland,UCF,L
Oregon St.,Oregon,L
Cal St. Bakersfield,Portland St.,L
SIU Edwardsville,Wisconsin,L
Missouri,Prairie View A&M,W
Pittsburgh,Bucknell,W
Penn,Saint Joseph's,W
Rice,Tennessee,L
Portland St.,Cal St. Bakersfield,W
Southern Illinois,North Dakota St.,L
Tulsa,Kansas St.,L
UCF,Oakland,W
VCU,N.C. State,L
Colgate,Siena,W
Kansas St.,Tulsa,W
Georgia,Florida A&M,W
West Virginia,Lafayette,W
North Alabama,Clemson,L
Saint Joseph's,Penn,L
UC Santa Barbara,Loyola Marymount,L
Drake,Charleston,W
Stonehill,Iowa St.,L
Loyola Marymount,UC Santa Barbara,W
Lafayette,West Virginia,L
Siena,Colgate,L
Le Moyne,Niagara,W
Lamar,Louisiana Monroe,W
Prairie View A&M,Missouri,L
Georgia St.,Arizona St.,L
Niagara,Le Moyne,L
Arizona St.,Georgia St.,W
Alabama St.,Colorado,L
West Georgia,Tennessee Tech,W
Louisiana Monroe,Lamar,L
Bucknell,Pittsburgh,L
Charleston,Drake,L
Southern Utah,Gonzaga,L
Canisius,High Point,L
Tennessee Tech,West Georgia,L
Florida A&M,Georgia,L
Iowa,Southeast Missouri S,W
Troy,San Diego St.,W
James Madison,Towson,W
Duke,Kansas,W
San Francisco,Northwestern St.,W
LSU,Alcorn St.,W
Texas A&M,Montana,W
Rhode Island,Yale,W
Winthrop,Arkansas,L
Michigan St.,Kentucky,W
Xavier,Old Dominion,W
Providence,New Hampshire,W
Yale,Rhode Island,L
Kansas,Duke,L
Utah,Purdue Fort Wayne,W
Murray St.,Little Rock,W
Stephen F. Austin,Fresno St.,L
Delaware,Saint Peter's,W
Alcorn St.,LSU,L
Montana,Texas A&M,L
Buffalo,Vermont,W
Fresno St.,Stephen F. Austin,W
Stanford,Louisiana,W
Towson,James Madison,L
UNC Wilmington,East Carolina,W
Vermont,Buffalo,L
SMU,Arkansas Pine Bluff,W
Pepperdine,New Orleans,W
Charleston Southern,IU Indy,W
UT Arlington,Evansville,W
Evansville,UT Arlington,L
San Diego St.,Troy,L
Florida St.,Tennessee Martin,W
Arkansas,Winthrop,W
Purdue Fort Wayne,Utah,L
Texas,Rider,W
Iona,Princeton,W
Southeast Missouri S,Iowa,L
South Carolina,Radford,W
George Mason,Jacksonville,W
Syracuse,Monmouth,W
Southern,Washington,L
Presbyterian,California,L
California,Presbyterian,W
North Carolina,Navy,W
Monmouth,Syracuse,L
Northern Illinois,Northern Iowa,L
American,Rutgers,L
Mississippi,Austin Peay,W
Kentucky,Michigan St.,L
Rutgers,American,W
San Diego,Grambling St.,W
UC Davis,Nevada,W
IU Indy,Charleston Southern,L
Seton Hall,New Haven,W
New Orleans,Pepperdine,L
Kent St.,Eastern Kentucky,W
Tennessee Martin,Florida St.,L
UCLA,Sacramento St.,W
Louisiana,Stanford,L
Maryland Eastern Sho,Longwood,W
North Carolina A&T,Morgan St.,W
Northern Iowa,Northern Illinois,W
Northwestern St.,San Francisco,L
Boise St.,Wichita St.,W
DePaul,Gardner Webb,W
New Hampshire,Providence,L
Cal Baptist,UC Riverside,W
Texas St.,Abilene Christian,W
Brown,Holy Cross,W
Little Rock,Murray St.,L
Austin Peay,Mississippi,L
Washington,Southern,W
Eastern Michigan,Detroit Mercy,W
Cornell,Army,W
East Carolina,UNC Wilmington,L
Wichita St.,Boise St.,L
Drexel,NJIT,W
Nevada,UC Davis,L
Morgan St.,North Carolina A&T,L
Boston College,Hampton,W
Old Dominion,Xavier,L
Saint Peter's,Delaware,L
Navy,North Carolina,L
Minnesota,Chicago St.,W
Rider,Texas,L
Chicago St.,Minnesota,L
Lehigh,Saint Francis,W
Detroit Mercy,Eastern Michigan,L
Longwood,Maryland Eastern Sho,L
Jacksonville,George Mason,L
Eastern Kentucky,Kent St.,L
Georgia Southern,Georgia Tech,L
Santa Clara,Idaho St.,W
Idaho St.,Santa Clara,L
Radford,South Carolina,L
Grambling St.,San Diego,L
Army,Cornell,L
Columbia,Boston University,W
Gardner Webb,DePaul,L
Princeton,Iona,L
Arkansas Pine Bluff,SMU,L
New Haven,Seton Hall,L
Saint Francis,Lehigh,L
Hampton,Boston College,L
Georgia Tech,Georgia Southern,W
Holy Cross,Brown,L
UC Riverside,Cal Baptist,L
Abilene Christian,Texas St.,L
Boston University,Columbia,L
Sacramento St.,UCLA,L
NJIT,Drexel,L
Penn St.,Harvard,W
Arizona,Connecticut,W
Auburn,Jackson St.,W
Oklahoma St.,South Florida,W
Alabama,Illinois,W
Harvard,Penn St.,L
Connecticut,Arizona,L
Utah Valley,UC Irvine,W
Washington St.,Southern Utah,W
Toledo,Youngstown St.,W
South Florida,Oklahoma St.,L
George Washington,UMBC,W
Saint Mary's,Arkansas St.,W
UMass Lowell,Bradley,L
Mount St. Mary's,Maryland,L
Maryland,Mount St. Mary's,W
Villanova,La Salle,W
Weber St.,Campbell,W
Arkansas St.,Saint Mary's,L
Western Carolina,UNC Asheville,W
Temple,Hofstra,W
Valparaiso,Cleveland St.,W
Illinois,Alabama,L
Bradley,UMass Lowell,W
Tennessee Tech,USC Upstate,W
Bellarmine,Notre Dame,L
William & Mary,Bowling Green,W
Duquesne,Loyola MD,W
UNC Asheville,Western Carolina,L
Bethune Cookman,Ohio,W
Richmond,VMI,W
Merrimack,Maine,W
Campbell,Weber St.,L
Hofstra,Temple,L
Maine,Merrimack,L
Sam Houston St.,Wyoming,W
Florida Gulf Coast,Samford,W
Creighton,North Dakota,W
UC Irvine,Utah Valley,L
Cleveland St.,Valparaiso,L
Notre Dame,Bellarmine,W
Southern Utah,Washington St.,L
Ohio,Bethune Cookman,L
Loyola MD,Duquesne,L
Michigan,Middle Tennessee,W
South Alabama,Jacksonville St.,W
Dayton,Marquette,W
North Florida,Wofford,L
TCU,UMKC,W
Wyoming,Sam Houston St.,L
Youngstown St.,Toledo,L
Jacksonville St.,South Alabama,L
Chattanooga,South Carolina St.,W
Wofford,North Florida,W
USC Upstate,Tennessee Tech,L
Stetson,Howard,W
Bryant,Virginia Tech,L
La Salle,Villanova,L
Middle Tennessee,Michigan,L
Virginia Tech,Bryant,W
North Dakota,Creighton,L
Jackson St.,Auburn,L
Belmont,Lipscomb,W
Alabama St.,Air Force,L
Air Force,Alabama St.,W
Marquette,Dayton,L
Bowling Green,William & Mary,L
Samford,Florida Gulf Coast,L
Lipscomb,Belmont,L
Indiana St.,Louisiana Tech,W
VMI,Richmond,L
South Carolina St.,Chattanooga,L
Howard,Stetson,L
UMBC,George Washington,L
Louisiana Tech,Indiana St.,L
UMKC,TCU,L
Vanderbilt,Texas Southern,W
Queens,UNC Greensboro,W
Kansas St.,Mississippi St.,W
Iowa,Chicago St.,W
High Point,Illinois Chicago,W
UNLV,Saint Joseph's,W
UNC Greensboro,Queens,L
Oklahoma,Oral Roberts,W
Florida Atlantic,Pacific,W
Northern Kentucky,Central Michigan,W
UCF,Pittsburgh,W
Missouri,South Dakota,W
Stony Brook,Brown,W
Wake Forest,Texas Tech,L
Purdue,Memphis,W
Miami FL,Elon,W
Memphis,Purdue,L
Incarnate Word,Southern Indiana,W
Texas Tech,Wake Forest,W
Houston,Rider,W
Ohio St.,Western Michigan,W
Arizona St.,Hawaii,W
Troy,USC,L
Tarleton St.,Rice,W
Miami OH,Mercyhurst,W
Nebraska,New Mexico,W
Elon,Miami FL,L
Cal Poly,Utah,W
Marshall,Arkansas Pine Bluff,W
Illinois Chicago,High Point,L
Mercyhurst,Miami OH,L
Texas Southern,Vanderbilt,L
Saint Joseph's,UNLV,L
Pittsburgh,UCF,L
Mississippi St.,Kansas St.,L
St. John's,Bucknell,W
Tennessee,Tennessee St.,W
Hawaii,Arizona St.,L
Chicago St.,Iowa,L
St. Bonaventure,Robert Morris,W
South Dakota,Missouri,L
USC,Troy,W
Rice,Tarleton St.,L
Oral Roberts,Oklahoma,L
Brown,Stony Brook,L
North Texas,Central Arkansas,W
Fordham,LIU,W
Indiana,Lindenwood,W
New Mexico,Nebraska,L
Southern Indiana,Incarnate Word,L
Pacific,Florida Atlantic,L
Cornell,Colgate,W
Central Michigan,Northern Kentucky,L
Colgate,Cornell,L
Princeton,Northeastern,W
Arkansas Pine Bluff,Marshall,L
Utah,Cal Poly,L
Central Arkansas,North Texas,L
Bucknell,St. John's,L
Robert Morris,St. Bonaventure,L
Western Michigan,Ohio St.,L
Tennessee St.,Tennessee,L
Rider,Houston,L
LIU,Fordham,L
Northeastern,Princeton,L
Lindenwood,Indiana,L
Denver,Colorado St.,W
Purdue,Texas Tech,W
South Dakota St.,Georgia St.,W
BYU,Wisconsin,W
Duke,Niagara,W
Colorado,UC Davis,W
Utah St.,Tulane,W
Penn,Drexel,W
Arkansas,Jackson St.,W
Kansas St.,Nebraska,L
Portland,Cal St. Fullerton,W
Northwestern,Virginia,L
Oakland,Eastern Michigan,L
New Mexico St.,Samford,W
Texas A&M,Manhattan,W
Akron,Iona,W
UC Riverside,San Diego,W
UAB,South Alabama,W
Florida,Merrimack,W
Butler,South Carolina,W
Virginia,Northwestern,W
LSU,Nebraska Omaha,W
SMU,Arkansas St.,W
Eastern Michigan,Oakland,W
Saint Louis,Purdue Fort Wayne,W
Tulane,Utah St.,L
UC Davis,Colorado,L
Nebraska,Kansas St.,W
Colorado St.,Denver,L
Northern Illinois,Loyola Chicago,W
Northwestern St.,Grand Canyon,L
UCLA,Presbyterian,W
Tulsa,Austin Peay,W
Grand Canyon,Northwestern St.,W
South Alabama,UAB,L
Clemson,West Virginia,W
Austin Peay,Tulsa,L
Michigan St.,Detroit Mercy,W
Charlotte,Appalachian St.,L
West Virginia,Clemson,L
Columbia,Lehigh,W
Louisville,Cincinnati,W
Cal Baptist,Grambling St.,W
Mississippi St.,New Mexico,L
UNC Wilmington,Radford,W
Yale,Green Bay,W
Alabama St.,IU Indy,W
New Mexico,Mississippi St.,W
California,Sacramento St.,W
Old Dominion,Morgan St.,W
Air Force,SIU Edwardsville,W
Montana St.,Long Beach St.,W
Samford,New Mexico St.,L
Santa Clara,Louisiana,W
Siena,Albany,W
Stanford,Seattle,L
Georgia,Xavier,W
Cal St. Fullerton,Portland,L
Central Connecticut,Rutgers,W
Sacred Heart,Holy Cross,W
Seattle,Stanford,W
Evansville,Oregon St.,W
San Jose St.,Southern,W
Army,Marist,L
Charleston Southern,East Carolina,W
Xavier,Georgia,L
Kentucky,Loyola MD,W
Davidson,Boston College,W
Appalachian St.,Charlotte,W
Florida St.,Georgia Southern,W
Green Bay,Yale,L
South Carolina,Butler,L
Memphis,Wake Forest,L
Manhattan,Texas A&M,L
Fresno St.,New Orleans,W
New Orleans,Fresno St.,L
Wake Forest,Memphis,W
Long Beach St.,Montana St.,L
Albany,Siena,L
Cincinnati,Louisville,L
Drexel,Penn,L
Radford,UNC Wilmington,L
East Tennessee St.,Morehead St.,W
Lafayette,Stonehill,L
Wisconsin,BYU,L
Northern Colorado,St. Thomas,L
Coastal Carolina,Western Illinois,W
Marist,Army,W
Morehead St.,East Tennessee St.,L
San Diego,UC Riverside,L
IU Indy,Alabama St.,L
Campbell,UT Arlington,W
Nebraska Omaha,LSU,L
Charleston,Massachusetts,W
West Georgia,USC Upstate,W
Massachusetts,Charleston,L
Iona,Akron,L
St. Thomas,Northern Colorado,W
Detroit Mercy,Michigan St.,L
Norfolk St.,Hampton,W
Canisius,Maryland Eastern Sho,W
Oregon St.,Evansville,L
Grambling St.,Cal Baptist,L
Sacramento St.,California,L
Lehigh,Columbia,L
Georgia Southern,Florida St.,L
Pepperdine,Stephen F. Austin,L
Jackson St.,Arkansas,L
Purdue Fort Wayne,Saint Louis,L
Texas Tech,Purdue,L
Stonehill,Lafayette,W
Maryland Eastern Sho,Canisius,L
Arkansas St.,SMU,L
Loyola Chicago,Northern Illinois,L
Texas St.,Little Rock,W
Boston College,Davidson,L
UT Arlington,Campbell,L
Holy Cross,Sacred Heart,L
Hampton,Norfolk St.,L
Niagara,Duke,L
Southern,San Jose St.,L
Western Illinois,Coastal Carolina,L
SIU Edwardsville,Air Force,L
Stephen F. Austin,Pepperdine,W
East Carolina,Charleston Southern,L
USC Upstate,West Georgia,L
Little Rock,Texas St.,L
Morgan St.,Old Dominion,L
Merrimack,Florida,L
Georgia St.,South Dakota St.,L
Rutgers,Central Connecticut,L
Presbyterian,UCLA,L
Louisiana,Santa Clara,L
Loyola MD,Kentucky,L
Fairfield,Le Moyne,W
Illinois,LIU,W
San Francisco,Minnesota,W
High Point,Incarnate Word,W
Stetson,VMI,W
Incarnate Word,High Point,L
Mercer,Eastern Kentucky,W
Richmond,Gardner Webb,W
Navy,NJIT,W
North Florida,Southern Miss,L
Boston University,Harvard,W
VCU,Coppin St.,W
Green Bay,Massachusetts,W
VMI,Stetson,L
Georgetown,Wagner,W
Weber St.,UT Arlington,L
Missouri St.,UT Rio Grande Valley,W
Oklahoma St.,Nicholls St.,W
Cal St. Fullerton,St. Thomas,W
Northern Iowa,UC Irvine,W
Northeastern,Duquesne,W
Central Michigan,Marquette,L
Illinois Chicago,Southern Indiana,W
Marquette,Central Michigan,W
Nevada,UC Santa Barbara,W
Southern Miss,North Florida,W
Le Moyne,Fairfield,L
UT Rio Grande Valley,Missouri St.,L
Northern Colorado,Portland,W
UT Arlington,Weber St.,W
Eastern Kentucky,Mercer,L
Harvard,Boston University,L
Wagner,Georgetown,L
NJIT,Navy,L
St. Thomas,Cal St. Fullerton,L
Louisiana Monroe,Morehead St.,L
Chattanooga,North Alabama,W
Massachusetts,Green Bay,L
Minnesota,San Francisco,L
Providence,Penn St.,W
Morehead St.,Louisiana Monroe,W
UC Irvine,Northern Iowa,L
Iona,Oregon St.,W
Lipscomb,Western Carolina,W
Cal St. Bakersfield,Mississippi Valley S,W
Prairie View A&M,Tennessee Martin,L
Kent St.,Cleveland St.,W
Southern Indiana,Illinois Chicago,L
Nicholls St.,Oklahoma St.,L
Indiana St.,Ball St.,W
Oregon St.,Iona,L
Dayton,North Carolina Centr,W
Milwaukee,Wichita St.,L
UC Santa Barbara,Nevada,L
Niagara,Howard,L
Wichita St.,Milwaukee,W
Portland,Northern Colorado,L
Coastal Carolina,North Dakota,W
Maryland Eastern Sho,Binghamton,W
Penn St.,Providence,L
Tennessee Martin,Prairie View A&M,W
Duquesne,Northeastern,L
Howard,Niagara,W
LIU,Illinois,L
UMass Lowell,Saint Peter's,L
North Alabama,Chattanooga,L
Cleveland St.,Kent St.,L
Mississippi Valley S,Cal St. Bakersfield,L
Saint Peter's,UMass Lowell,W
Ball St.,Indiana St.,L
North Carolina Centr,Dayton,L
Coppin St.,VCU,L
Gardner Webb,Richmond,L
Western Carolina,Lipscomb,L
North Dakota,Coastal Carolina,L
Binghamton,Maryland Eastern Sho,L
Southern Miss,Tennessee Martin,W
Utah St.,Davidson,W
Furman,Queens,W
DePaul,Detroit Mercy,W
Duke,Howard,W
Butler,Virginia,W
Northwestern,South Carolina,W
Georgia,Clemson,L
McNeese St.,George Washington,W
Detroit Mercy,DePaul,L
Tulane,Boston College,W
Quinnipiac,Pittsburgh,W
Xavier,West Virginia,W
Miami OH,Arkansas Pine Bluff,W
South Carolina,Northwestern,L
Columbia,Longwood,W
Central Arkansas,Eastern Washington,W
Queens,Furman,L
Akron,Evansville,W
George Washington,McNeese St.,L
Miami FL,Delaware St.,W
Illinois St.,Coastal Carolina,W
Clemson,Georgia,W
Northern Colorado,Cal St. Fullerton,W
East Tennessee St.,Louisiana Monroe,W
Western Michigan,Mount St. Mary's,W
SIU Edwardsville,Alabama St.,W
Middle Tennessee,Murray St.,W
Yale,Charleston,W
Murray St.,Middle Tennessee,L
Old Dominion,Drexel,L
Boston College,Tulane,L
Cal St. Fullerton,Northern Colorado,L
Winthrop,Jackson St.,W
North Florida,Prairie View A&M,L
Alabama St.,SIU Edwardsville,L
Air Force,IU Indy,W
South Dakota,South Carolina St.,W
Pittsburgh,Quinnipiac,L
Virginia,Butler,L
Drexel,Old Dominion,W
St. Thomas,Portland,W
Southern Illinois,Delaware,W
IU Indy,Air Force,L
Arkansas Pine Bluff,Miami OH,L
Wyoming,Norfolk St.,W
South Carolina St.,South Dakota,L
Robert Morris,Monmouth,L
Binghamton,Canisius,L
Canisius,Binghamton,W
Marshall,Mercyhurst,W
Georgia Tech,West Georgia,W
West Virginia,Xavier,L
Tennessee Martin,Southern Miss,L
Monmouth,Robert Morris,W
Prairie View A&M,North Florida,W
West Georgia,Georgia Tech,L
Norfolk St.,Wyoming,L
Longwood,Columbia,L
Connecticut,Bryant,W
Delaware,Southern Illinois,L
Jackson St.,Winthrop,L
Evansville,Akron,L
Howard,Duke,L
Charleston,Yale,L
Lamar,Montana,W
Davidson,Utah St.,L
Oklahoma,Alcorn St.,W
Portland,St. Thomas,L
North Dakota,Western Illinois,W
Mercyhurst,Marshall,L
Western Illinois,North Dakota,L
Eastern Washington,Central Arkansas,L
Brown,Maine,W
UNC Greensboro,Youngstown St.,W
Bryant,Connecticut,L
Mount St. Mary's,Western Michigan,L
Montana,Lamar,L
Louisiana Monroe,East Tennessee St.,L
Alcorn St.,Oklahoma,L
Youngstown St.,UNC Greensboro,L
Maine,Brown,L
Delaware St.,Miami FL,L
Coastal Carolina,Illinois St.,L
Yale,Akron,W
Elon,Appalachian St.,W
Iowa St.,St. John's,W
Akron,Yale,L
St. John's,Iowa St.,L
George Mason,Ohio,W
Alabama,Gonzaga,L
Michigan,San Diego St.,W
Tennessee,Rutgers,W
UC San Diego,Temple,W
George Washington,Middle Tennessee,W
Gonzaga,Alabama,W
UAB,Southern Illinois,W
Illinois,UT Rio Grande Valley,W
Baylor,Creighton,W
Pacific,Stony Brook,W
Auburn,Oregon,W
Louisville,Eastern Michigan,W
Texas,Arizona St.,L
Arizona,Denver,W
